County,County Code,Year,Zip,Tests,Less than 5 mcg/dL,5-10 mcg/dL,10 – 15 mcg/dL,15 + mcg/dL,Total Elevated Blood Levels ,Percent,"Rate per 1,000",Zip Code Location,County Location
Orange,71,2020,10969,13,13,0,0,0,0,0,0,"(41.291561, -74.492649)","(41.40241, -74.306252)"
Orange,71,2005,10975,2,,,0,0,0,0,0,"(41.259946, -74.175595)","(41.40241, -74.306252)"
Monroe,55,2008,14620,273,248,21,,,,,,"(43.132792, -77.600284)","(43.174966, -77.639663)"
Allegany,3,2001,14813,18,,,0,0,0,0,0,"(42.230607, -78.017742)","(42.247894, -78.026176)"
Steuben,101,2020,14821,33,,,0,0,0,0,0,"(42.243643, -77.195401)","(42.266725, -77.385525)"
Sullivan,105,2011,12737,15,,,0,0,0,0,0,"(41.476622, -74.789321)","(41.720176, -74.76468)"
Ontario,69,2003,14534,1,,,0,0,0,0,0,"(43.069507, -77.514294)","(42.856695, -77.303277)"
Albany,1,2007,12087,1,,,0,0,0,0,0,"(42.422544, -73.886598)","(42.588271, -73.974014)"
Suffolk,103,2015,11755,90,,,0,0,0,0,0,"(40.858261, -73.117533)","(40.943554, -72.692218)"
Cayuga,11,2004,13092,6,,,0,0,0,0,0,"(42.65898, -76.42404)","(43.008546, -76.574587)"
Orange,71,2010,10928,38,37,0,,,,,,"(41.368496, -73.970013)","(41.40241, -74.306252)"
Delaware,25,2016,12093,4,,,0,0,0,0,0,"(42.493692, -74.604434)","(42.193987, -74.966728)"
Cayuga,11,2000,13033,25,16,9,0,0,0,0,0,"(43.193419, -76.565257)","(43.008546, -76.574587)"
Rockland,87,2000,10962,6,,,0,0,0,0,0,"(41.047289, -73.963065)","(41.154785, -74.024772)"
Chemung,15,2013,14816,3,,,0,0,0,0,0,"(42.172988, -76.730149)","(42.155281, -76.747179)"
Ontario,69,2003,14548,45,39,6,0,0,0,0,0,"(42.96318, -77.238668)","(42.856695, -77.303277)"
Onondaga,67,2016,13090,304,,,,,,,,"(43.149327, -76.223372)","(43.00653, -76.196117)"
Monroe,55,2019,14543,18,18,0,0,0,0,0,0,"(42.994532, -77.664004)","(43.174966, -77.639663)"
Greene,39,2007,12482,5,,,0,0,0,0,0,"(42.274889, -73.952337)","(42.286951, -74.149495)"
Monroe,55,2009,14559,101,,,,,,,,"(43.189174, -77.807274)","(43.174966, -77.639663)"
Cayuga,11,2000,13140,19,10,9,0,0,0,0,0,"(43.05276, -76.65528)","(43.008546, -76.574587)"
Nassau,59,2011,11804,41,41,0,0,0,0,0,0,"(40.768333, -73.525556)","(40.750656, -73.582905)"
Suffolk,103,2016,11769,47,47,0,0,0,0,0,0,"(40.739823, -73.133122)","(40.943554, -72.692218)"
Livingston,51,2000,14517,7,,,0,0,0,0,0,"(42.587711, -77.911103)","(42.727485, -77.76978)"
St. Lawrence,89,2008,13672,1,,,0,0,0,0,0,"(44.601041, -74.809679)","(44.488113, -75.074311)"
Suffolk,103,2018,11784,281,281,0,0,0,0,0,0,"(40.871531, -73.043571)","(40.943554, -72.692218)"
Chenango,17,2010,13780,5,,,0,0,0,0,0,"(42.405278, -75.4625)","(42.489732, -75.604905)"
Madison,53,2013,13072,6,6,0,0,0,0,0,0,"(42.763862, -75.753162)","(42.910026, -75.663575)"
Suffolk,103,2013,11782,112,112,0,0,0,0,0,0,"(40.746049, -73.080662)","(40.943554, -72.692218)"
Essex,31,2013,12853,1,,,0,0,0,0,0,"(43.721592, -73.920875)","(44.108971, -73.777573)"
Livingston,51,2003,14525,2,,,0,0,0,0,0,"(42.898777, -78.030271)","(42.727485, -77.76978)"
Sullivan,105,2001,12789,18,,,0,0,0,0,0,"(41.693208, -74.58433)","(41.720176, -74.76468)"
Onondaga,67,2007,13208,415,278,112,16,9,25,0.06,60,"(43.072766, -76.147309)","(43.00653, -76.196117)"
Albany,1,2017,12208,228,205,18,,,,,,"(42.652812, -73.807109)","(42.588271, -73.974014)"
Erie,29,2015,14260,1,,,0,0,0,0,0,"(43.003074, -78.785924)","(42.752759, -78.778192)"
Essex,31,2001,12943,3,,,0,0,0,0,0,"(44.190442, -73.785574)","(44.108971, -73.777573)"
Westchester,119,2011,10570,113,,,,,,,,"(41.134752, -73.784806)","(41.15277, -73.745912)"
Broome,7,2013,13850,182,,,,,,,,"(42.05556, -76.02456)","(42.161977, -75.830291)"
Franklin,33,2018,12986,52,51,0,,,,,,"(44.23505, -74.46496)","(44.594374, -74.31067)"
Oswego,75,2007,13083,14,14,0,0,0,0,0,0,"(43.647853, -76.060983)","(43.461443, -76.209258)"
Chemung,15,2001,14838,2,,,0,0,0,0,0,"(42.19726, -76.684904)","(42.155281, -76.747179)"
Ulster,111,2005,12480,1,,,0,0,0,0,0,"(42.12996, -74.38464)","(41.947232, -74.265447)"
Jefferson,45,2014,13637,152,,,,,,,,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Suffolk,103,2005,11715,37,,,0,0,0,0,0,"(40.750866, -73.034128)","(40.943554, -72.692218)"
Livingston,51,2020,14414,53,,,0,0,0,0,0,"(42.897668, -77.736093)","(42.727485, -77.76978)"
Schuyler,97,2017,14864,1,,,0,0,0,0,0,"(42.2671, -76.840236)","(42.419776, -76.938604)"
Orange,71,2011,10998,37,,,0,0,0,0,0,"(41.324124, -74.543313)","(41.40241, -74.306252)"
Orange,71,2008,10917,19,18,0,,,,,,"(41.333541, -74.134438)","(41.40241, -74.306252)"
Orange,71,2008,12577,16,16,0,0,0,0,0,0,"(41.433031, -74.1214)","(41.40241, -74.306252)"
Albany,1,2017,12147,3,,,0,0,0,0,0,"(42.50466, -74.14734)","(42.588271, -73.974014)"
Columbia,21,2002,12567,2,,,0,0,0,0,0,"(41.99316, -73.66674)","(42.247729, -73.626805)"
Clinton,19,2008,12935,13,,,,,,,,"(44.9268, -73.80012)","(44.75271, -73.705648)"
Delaware,25,2008,13783,17,17,0,0,0,0,0,0,"(41.94588, -75.23886)","(42.193987, -74.966728)"
Erie,29,2001,14025,21,,,0,0,0,0,0,"(42.626575, -78.720978)","(42.752759, -78.778192)"
Columbia,21,2016,12130,7,7,0,0,0,0,0,0,"(42.442797, -73.657282)","(42.247729, -73.626805)"
Madison,53,2015,13408,16,16,0,0,0,0,0,0,"(42.905156, -75.67763)","(42.910026, -75.663575)"
Onondaga,67,2008,13116,34,33,0,,,,,,"(43.077436, -76.009926)","(43.00653, -76.196117)"
Erie,29,2003,14075,150,,,0,0,0,0,0,"(42.733234, -78.834422)","(42.752759, -78.778192)"
Suffolk,103,2014,11741,219,218,0,,,,,,"(40.798188, -73.076253)","(40.943554, -72.692218)"
Saratoga,91,2014,12170,25,,,0,0,0,0,0,"(42.93396, -73.69038)","(43.106135, -73.855387)"
Warren,113,2012,12843,7,7,0,0,0,0,0,0,"(43.59355, -73.974572)","(43.555105, -73.838139)"
Nassau,59,2012,11803,394,,,,,,,,"(40.780517, -73.478813)","(40.750656, -73.582905)"
Ulster,111,2012,12449,12,12,0,0,0,0,0,0,"(41.997672, -74.003214)","(41.947232, -74.265447)"
Onondaga,67,2011,13207,188,138,42,,,8,0.043,43,"(43.017354, -76.167626)","(43.00653, -76.196117)"
Clinton,19,2005,12923,1,,,0,0,0,0,0,"(44.952809, -73.933845)","(44.75271, -73.705648)"
Monroe,55,2020,14610,162,161,0,,,,,,"(43.140249, -77.545983)","(43.174966, -77.639663)"
Erie,29,2018,14203,17,17,0,0,0,0,0,0,"(42.88215, -78.867026)","(42.752759, -78.778192)"
Steuben,101,2008,14819,12,,,0,0,0,0,0,"(42.201213, -77.462912)","(42.266725, -77.385525)"
Cattaraugus,9,2008,14727,6,6,0,0,0,0,0,0,"(42.211225, -78.268103)","(42.244853, -78.681006)"
Nassau,59,2009,11724,2,,,0,0,0,0,0,"(40.866028, -73.450581)","(40.750656, -73.582905)"
Sullivan,105,2012,12754,55,,,,,,,,"(41.798793, -74.749431)","(41.720176, -74.76468)"
Jefferson,45,2001,13607,11,,,,,,,,"(44.331922, -75.917693)","(44.0607, -75.9928)"
Essex,31,2017,12944,30,,,,,,,,"(44.493052, -73.480994)","(44.108971, -73.777573)"
Oswego,75,2002,13142,57,44,13,0,0,0,0,0,"(43.557794, -76.128407)","(43.461443, -76.209258)"
Clinton,19,2008,12978,1,,,0,0,0,0,0,"(44.609012, -73.805908)","(44.75271, -73.705648)"
Sullivan,105,2019,12777,4,,,0,0,0,0,0,"(41.5653, -74.60598)","(41.720176, -74.76468)"
Franklin,33,2004,12966,18,,,0,0,0,0,0,"(44.81898, -74.415)","(44.594374, -74.31067)"
Warren,113,2004,12860,4,,,0,0,0,0,0,"(43.697539, -73.757282)","(43.555105, -73.838139)"
Steuben,101,2011,14898,15,14,0,,,,,,"(42.077279, -77.409549)","(42.266725, -77.385525)"
Sullivan,105,2015,12723,7,,,0,0,0,0,0,"(41.781826, -74.983676)","(41.720176, -74.76468)"
Albany,1,2019,12469,5,,,0,0,0,0,0,"(42.4566, -74.22066)","(42.588271, -73.974014)"
Albany,1,2004,12077,44,,,,,,,,"(42.596487, -73.794423)","(42.588271, -73.974014)"
Onondaga,67,2004,13202,141,80,49,,,12,0.085,85,"(43.050827, -76.1483)","(43.00653, -76.196117)"
Ontario,69,2001,14432,57,,,0,0,0,0,0,"(42.963132, -77.147698)","(42.856695, -77.303277)"
Suffolk,103,2007,11729,269,256,12,,,,,,"(40.759058, -73.325501)","(40.943554, -72.692218)"
St. Lawrence,89,2012,13642,100,89,11,0,0,0,0,0,"(44.30244, -75.41568)","(44.488113, -75.074311)"
Warren,113,2006,12878,7,,,0,0,0,0,0,"(43.426602, -73.962388)","(43.555105, -73.838139)"
Chenango,17,2012,13464,8,8,0,0,0,0,0,0,"(42.691125, -75.632663)","(42.489732, -75.604905)"
Suffolk,103,2017,11968,103,103,0,0,0,0,0,0,"(40.907565, -72.411077)","(40.943554, -72.692218)"
Greene,39,2010,12413,35,,,,,,,,"(42.32514, -74.02992)","(42.286951, -74.149495)"
Ulster,111,2018,12446,46,,,0,0,0,0,0,"(41.81292, -74.29488)","(41.947232, -74.265447)"
Nassau,59,2004,11050,385,338,47,0,0,0,0,0,"(40.843056, -73.715278)","(40.750656, -73.582905)"
Schoharie,95,2009,12036,2,,,0,0,0,0,0,"(42.541441, -74.657149)","(42.591294, -74.438172)"
Niagara,63,2017,14028,14,14,0,0,0,0,0,0,"(43.319563, -78.724973)","(43.203001, -78.71083)"
Cattaraugus,9,2020,14081,2,,,0,0,0,0,0,"(42.556143, -79.122894)","(42.244853, -78.681006)"
Albany,1,2018,12202,143,119,19,,,,,,"(42.639674, -73.769661)","(42.588271, -73.974014)"
Chautauqua,13,2003,14740,5,,,0,0,0,0,0,"(42.198621, -79.226713)","(42.304216, -79.407595)"
Chenango,17,2006,13787,2,,,0,0,0,0,0,"(42.1893, -75.68478)","(42.489732, -75.604905)"
Montgomery,57,2010,12066,4,,,0,0,0,0,0,"(42.7947, -74.33466)","(42.900891, -74.435358)"
Lewis,49,2011,13682,2,,,0,0,0,0,0,"(43.847382, -75.859853)","(43.786397, -75.442617)"
Niagara,63,2016,14105,46,,,0,0,0,0,0,"(43.209014, -78.492391)","(43.203001, -78.71083)"
Greene,39,2017,12418,5,,,,,,,,"(42.379172, -74.126219)","(42.286951, -74.149495)"
Wayne,117,2004,13143,14,14,0,0,0,0,0,0,"(43.235287, -76.731148)","(43.112841, -77.027175)"
Columbia,21,2011,12017,1,,,0,0,0,0,0,"(42.316394, -73.458542)","(42.247729, -73.626805)"
Herkimer,43,2016,13329,35,,,,,,,,"(43.1037, -74.74098)","(43.1631, -74.8741)"
Rockland,87,2012,10994,63,63,0,0,0,0,0,0,"(41.099095, -73.973848)","(41.154785, -74.024772)"
Chemung,15,2000,14825,1,,,0,0,0,0,0,"(42.046766, -76.61945)","(42.155281, -76.747179)"
Suffolk,103,2010,11701,316,,,,,,,,"(40.686293, -73.412179)","(40.943554, -72.692218)"
Schenectady,93,2000,12302,91,72,17,,,,,,"(42.856481, -73.956093)","(42.817542, -74.043583)"
Nassau,59,2015,11554,456,,,,,,,,"(40.715698, -73.556154)","(40.750656, -73.582905)"
Rensselaer,83,2011,12022,5,,,0,0,0,0,0,"(42.694299, -73.370325)","(42.710421, -73.513845)"
Chautauqua,13,2007,14726,3,,,0,0,0,0,0,"(42.238377, -79.060848)","(42.304216, -79.407595)"
Washington,115,2016,12832,48,40,6,,,,,,"(43.38618, -73.28058)","(43.312377, -73.439428)"
Rensselaer,83,2018,12118,3,,,0,0,0,0,0,"(42.913913, -73.707978)","(42.710421, -73.513845)"
Oneida,65,2012,13486,3,,,0,0,0,0,0,"(43.34721, -75.324999)","(43.242727, -75.434282)"
Westchester,119,2012,10552,232,217,9,,,6,0.026,26,"(40.922381, -73.829403)","(41.15277, -73.745912)"
Genesee,37,2017,14422,18,18,0,0,0,0,0,0,"(43.07615, -78.071607)","(43.00091, -78.192778)"
Dutchess,27,2008,12524,152,142,10,0,0,0,0,0,"(41.541709, -73.902683)","(41.755009, -73.739951)"
Herkimer,43,2014,13361,7,7,0,0,0,0,0,0,"(42.89477, -74.81734)","(43.1631, -74.8741)"
Westchester,119,2018,10547,59,59,0,0,0,0,0,0,"(41.317149, -73.84668)","(41.15277, -73.745912)"
Madison,53,2011,13032,103,,,0,0,0,0,0,"(43.083843, -75.768034)","(42.910026, -75.663575)"
Madison,53,2010,13355,10,10,0,0,0,0,0,0,"(42.815696, -75.457847)","(42.910026, -75.663575)"
Madison,53,2011,13485,7,7,0,0,0,0,0,0,"(42.78784, -75.318973)","(42.910026, -75.663575)"
Putnam,79,2012,10579,82,,,0,0,0,0,0,"(41.390553, -73.846426)","(41.4351, -73.7949)"
Greene,39,2005,12042,2,,,0,0,0,0,0,"(42.372564, -73.865815)","(42.286951, -74.149495)"
Nassau,59,2000,11042,1,0,0,,,,,,"(40.757711, -73.697796)","(40.750656, -73.582905)"
Fulton,35,2014,12025,51,,,0,0,0,0,0,"(43.057254, -74.198122)","(43.115609, -74.423678)"
Albany,1,2020,12120,4,,,0,0,0,0,0,"(42.435003, -74.147921)","(42.588271, -73.974014)"
Westchester,119,2005,10578,7,7,0,0,0,0,0,0,"(41.320695, -73.679913)","(41.15277, -73.745912)"
Suffolk,103,2020,11949,127,127,0,0,0,0,0,0,"(40.85218, -72.788976)","(40.943554, -72.692218)"
Warren,113,2014,12810,5,,,,,,,,"(43.491212, -73.896855)","(43.555105, -73.838139)"
Essex,31,2004,12913,2,,,0,0,0,0,0,"(44.398502, -74.070744)","(44.108971, -73.777573)"
Columbia,21,2019,12060,6,6,0,0,0,0,0,0,"(42.41262, -73.49604)","(42.247729, -73.626805)"
Tioga,107,2017,13827,111,,,,,,,,"(42.09456, -76.24986)","(42.1256, -76.3637)"
Ontario,69,2019,14469,49,,,,,,,,"(42.877952, -77.456375)","(42.856695, -77.303277)"
Nassau,59,2019,11003,501,495,6,0,0,0,0,0,"(40.699109, -73.703659)","(40.750656, -73.582905)"
Tioga,107,2010,13732,61,,,0,0,0,0,0,"(42.057017, -76.137903)","(42.1256, -76.3637)"
Broome,7,2008,13813,7,7,0,0,0,0,0,0,"(42.15474, -75.54276)","(42.161977, -75.830291)"
Madison,53,2013,13485,16,,,0,0,0,0,0,"(42.78784, -75.318973)","(42.910026, -75.663575)"
Genesee,37,2011,14005,10,,,0,0,0,0,0,"(42.918368, -78.252988)","(43.00091, -78.192778)"
Livingston,51,2012,14485,27,27,0,0,0,0,0,0,"(42.89156, -77.614458)","(42.727485, -77.76978)"
Erie,29,2000,14223,36,,,0,0,0,0,0,"(42.97422, -78.85626)","(42.752759, -78.778192)"
Washington,115,2011,12837,3,,,0,0,0,0,0,"(43.519469, -73.252209)","(43.312377, -73.439428)"
Clinton,19,2012,12972,27,,,0,0,0,0,0,"(44.57022, -73.54716)","(44.75271, -73.705648)"
Otsego,77,2017,13834,1,,,0,0,0,0,0,"(42.510775, -74.963599)","(42.629776, -75.028841)"
Suffolk,103,2015,11706,731,719,6,,,6,0.008,8,"(40.636111, -73.197222)","(40.943554, -72.692218)"
Rockland,87,2001,10980,8,,,0,0,0,0,0,"(41.23644, -74.01126)","(41.154785, -74.024772)"
Cayuga,11,2020,13160,25,,,0,0,0,0,0,"(42.842257, -76.688186)","(43.008546, -76.574587)"
Wayne,117,2016,14502,95,95,0,0,0,0,0,0,"(43.087022, -77.333368)","(43.112841, -77.027175)"
Chautauqua,13,2016,14724,25,25,0,0,0,0,0,0,"(42.052487, -79.669917)","(42.304216, -79.407595)"
Jefferson,45,2014,13673,34,33,0,,,,,,"(44.157023, -75.711455)","(44.0607, -75.9928)"
Westchester,119,2007,10535,13,,,0,0,0,0,0,"(41.339561, -73.798456)","(41.15277, -73.745912)"
Rensselaer,83,2004,12118,3,,,0,0,0,0,0,"(42.913913, -73.707978)","(42.710421, -73.513845)"
St. Lawrence,89,2004,13621,5,,,0,0,0,0,0,"(44.859073, -75.069656)","(44.488113, -75.074311)"
Rockland,87,2015,10968,16,16,0,0,0,0,0,0,"(41.039429, -73.921498)","(41.154785, -74.024772)"
Dutchess,27,2003,12585,4,,,0,0,0,0,0,"(41.719922, -73.70086)","(41.755009, -73.739951)"
Hamilton,41,2020,12847,3,,,0,0,0,0,0,"(43.968517, -74.418773)","(43.657879, -74.502456)"
Fulton,35,2008,12095,111,87,17,,,7,0.063,63,"(43.02114, -74.3955)","(43.115609, -74.423678)"
Washington,115,2019,12185,1,,,0,0,0,0,0,"(42.88714, -73.544884)","(43.312377, -73.439428)"
Oneida,65,2019,13471,17,17,0,0,0,0,0,0,"(43.395357, -75.611063)","(43.242727, -75.434282)"
Rockland,87,2019,10974,23,,,0,0,0,0,0,"(41.160697, -74.189154)","(41.154785, -74.024772)"
Clinton,19,2007,12912,17,17,0,0,0,0,0,0,"(44.459424, -73.713927)","(44.75271, -73.705648)"
Steuben,101,2017,14807,21,21,0,0,0,0,0,0,"(42.427575, -77.668725)","(42.266725, -77.385525)"
Steuben,101,2019,14437,8,8,0,0,0,0,0,0,"(42.572707, -77.731377)","(42.266725, -77.385525)"
Franklin,33,2010,12980,5,,,0,0,0,0,0,"(44.656564, -74.564467)","(44.594374, -74.31067)"
Wayne,117,2014,14522,79,,,0,0,0,0,0,"(43.068259, -77.224663)","(43.112841, -77.027175)"
Genesee,37,2014,14482,79,,,0,0,0,0,0,"(42.96432, -77.9808)","(43.00091, -78.192778)"
Saratoga,91,2020,12828,42,42,0,0,0,0,0,0,"(43.271395, -73.58739)","(43.106135, -73.855387)"
Ontario,69,2016,14475,2,,,0,0,0,0,0,"(42.934998, -77.511407)","(42.856695, -77.303277)"
Orange,71,2010,10941,170,164,6,0,0,0,0,0,"(41.463349, -74.421398)","(41.40241, -74.306252)"
Monroe,55,2018,14464,61,,,0,0,0,0,0,"(43.316716, -77.921667)","(43.174966, -77.639663)"
Lewis,49,2014,13368,8,8,0,0,0,0,0,0,"(43.63092, -75.34848)","(43.786397, -75.442617)"
Herkimer,43,2005,13350,60,43,16,,,,,,"(43.030105, -74.984973)","(43.1631, -74.8741)"
Tioga,107,2011,13734,24,24,0,0,0,0,0,0,"(42.076679, -76.40872)","(42.1256, -76.3637)"
Oneida,65,2016,13417,26,24,0,,,,,,"(43.100821, -75.290988)","(43.242727, -75.434282)"
Oswego,75,2020,13028,9,9,0,0,0,0,0,0,"(43.264959, -75.989179)","(43.461443, -76.209258)"
Sullivan,105,2010,12758,20,20,0,0,0,0,0,0,"(41.912654, -74.754347)","(41.720176, -74.76468)"
Oneida,65,2011,13354,33,,,0,0,0,0,0,"(43.25364, -75.28452)","(43.242727, -75.434282)"
Sullivan,105,2002,12566,1,,,0,0,0,0,0,"(41.605775, -74.305189)","(41.720176, -74.76468)"
Livingston,51,2013,14454,33,,,0,0,0,0,0,"(42.788901, -77.771652)","(42.727485, -77.76978)"
Greene,39,2014,12492,2,,,0,0,0,0,0,"(42.191667, -74.308056)","(42.286951, -74.149495)"
Allegany,3,2019,14711,11,,,0,0,0,0,0,"(42.341095, -78.119974)","(42.247894, -78.026176)"
Jefferson,45,2003,13679,9,9,0,0,0,0,0,0,"(44.304223, -75.80961)","(44.0607, -75.9928)"
Suffolk,103,2013,11968,107,,,0,0,0,0,0,"(40.907565, -72.411077)","(40.943554, -72.692218)"
Onondaga,67,2018,13036,1,,,0,0,0,0,0,"(43.3068, -76.17828)","(43.00653, -76.196117)"
Suffolk,103,2012,11967,234,,,0,0,0,0,0,"(40.795028, -72.869264)","(40.943554, -72.692218)"
Otsego,77,2005,13825,41,27,14,0,0,0,0,0,"(42.394454, -75.172478)","(42.629776, -75.028841)"
Jefferson,45,2006,13642,2,,,0,0,0,0,0,"(44.30244, -75.41568)","(44.0607, -75.9928)"
Schenectady,93,2017,12308,205,180,21,,,,,,"(42.820842, -73.91998)","(42.817542, -74.043583)"
Suffolk,103,2003,11790,71,65,6,0,0,0,0,0,"(40.905287, -73.125351)","(40.943554, -72.692218)"
Orleans,73,2002,14416,1,,,0,0,0,0,0,"(43.07373, -77.985432)","(43.209007, -78.254897)"
Nassau,59,2006,11756,377,353,24,0,0,0,0,0,"(40.726315, -73.517312)","(40.750656, -73.582905)"
Chemung,15,2012,14903,17,,,0,0,0,0,0,"(42.12774, -76.86966)","(42.155281, -76.747179)"
Oneida,65,2013,13469,5,,,0,0,0,0,0,"(43.22122, -75.285717)","(43.242727, -75.434282)"
Otsego,77,2020,13807,10,,,0,0,0,0,0,"(42.619949, -74.983832)","(42.629776, -75.028841)"
Herkimer,43,2014,13339,5,,,0,0,0,0,0,"(42.95874, -74.57826)","(43.1631, -74.8741)"
Ulster,111,2020,12528,145,,,,,,,,"(41.71752, -74.00562)","(41.947232, -74.265447)"
Oneida,65,2016,13501,622,491,87,22,22,44,0.071,71,"(43.08437, -75.234461)","(43.242727, -75.434282)"
Essex,31,2002,12936,4,,,0,0,0,0,0,"(44.261839, -73.374299)","(44.108971, -73.777573)"
Montgomery,57,2011,12160,1,,,0,0,0,0,0,"(42.76266, -74.372274)","(42.900891, -74.435358)"
Ulster,111,2011,12484,8,,,0,0,0,0,0,"(41.87634, -74.17554)","(41.947232, -74.265447)"
Nassau,59,2008,11563,213,197,14,,,,,,"(40.659727, -73.675918)","(40.750656, -73.582905)"
Onondaga,67,2001,13210,102,68,32,,,,,,"(43.034249, -76.126286)","(43.00653, -76.196117)"
Suffolk,103,2002,11731,307,287,18,,,,,,"(40.864288, -73.317866)","(40.943554, -72.692218)"
Franklin,33,2009,12967,1,,,0,0,0,0,0,"(44.761693, -74.654141)","(44.594374, -74.31067)"
Sullivan,105,2017,12726,7,7,0,0,0,0,0,0,"(41.75964, -74.79288)","(41.720176, -74.76468)"
Niagara,63,2002,14092,46,46,0,0,0,0,0,0,"(43.171111, -79.018833)","(43.203001, -78.71083)"
Franklin,33,2009,12945,1,,,0,0,0,0,0,"(44.36656, -74.24733)","(44.594374, -74.31067)"
Albany,1,2009,12204,90,79,7,,,,,,"(42.67698, -73.73748)","(42.588271, -73.974014)"
Oswego,75,2007,13042,12,,,,,,,,"(43.233646, -75.881359)","(43.461443, -76.209258)"
Rensselaer,83,2014,12062,11,,,0,0,0,0,0,"(42.531602, -73.502202)","(42.710421, -73.513845)"
Erie,29,2020,14201,141,128,9,,,,,,"(42.89797, -78.884047)","(42.752759, -78.778192)"
Suffolk,103,2000,11718,37,,,0,0,0,0,0,"(40.719074, -73.267235)","(40.943554, -72.692218)"
Niagara,63,2005,14120,408,366,39,,,,,,"(43.07124, -78.81414)","(43.203001, -78.71083)"
Erie,29,2014,14072,178,,,0,0,0,0,0,"(43.013771, -78.958496)","(42.752759, -78.778192)"
Delaware,25,2003,12474,10,,,0,0,0,0,0,"(42.287672, -74.561318)","(42.193987, -74.966728)"
Westchester,119,2005,10704,135,124,11,0,0,0,0,0,"(40.919089, -73.861638)","(41.15277, -73.745912)"
Oswego,75,2014,13493,24,24,0,0,0,0,0,0,"(43.422128, -75.88823)","(43.461443, -76.209258)"
Broome,7,2012,13787,26,,,0,0,0,0,0,"(42.1893, -75.68478)","(42.161977, -75.830291)"
Onondaga,67,2005,13135,12,12,0,0,0,0,0,0,"(43.2615, -76.32522)","(43.00653, -76.196117)"
Franklin,33,2016,12926,16,,,0,0,0,0,0,"(44.94762, -74.3373)","(44.594374, -74.31067)"
Otsego,77,2012,13796,13,,,0,0,0,0,0,"(42.54372, -75.1407)","(42.629776, -75.028841)"
Steuben,101,2011,14810,96,88,8,0,0,0,0,0,"(42.34203, -77.318938)","(42.266725, -77.385525)"
Livingston,51,2010,14414,66,,,,,,,,"(42.897668, -77.736093)","(42.727485, -77.76978)"
Dutchess,27,2007,12571,105,98,7,0,0,0,0,0,"(42.00888, -73.84014)","(41.755009, -73.739951)"
Westchester,119,2005,10510,58,,,0,0,0,0,0,"(41.145661, -73.833747)","(41.15277, -73.745912)"
Nassau,59,2019,11096,185,,,0,0,0,0,0,"(40.618459, -73.748859)","(40.750656, -73.582905)"
Suffolk,103,2018,11772,581,,,,,,,,"(40.77504, -72.89574)","(40.943554, -72.692218)"
Westchester,119,2018,10573,685,665,17,,,,,,"(41.011395, -73.678286)","(41.15277, -73.745912)"
Schuyler,97,2009,14837,9,,,0,0,0,0,0,"(42.525317, -76.973125)","(42.419776, -76.938604)"
Schoharie,95,2014,12167,6,6,0,0,0,0,0,0,"(42.407598, -74.619982)","(42.591294, -74.438172)"
Ulster,111,2014,12443,35,35,0,0,0,0,0,0,"(41.924537, -74.067379)","(41.947232, -74.265447)"
Seneca,99,2001,14521,5,,,0,0,0,0,0,"(42.67249, -76.808623)","(42.7652, -76.8721)"
Hamilton,41,2008,12190,4,,,0,0,0,0,0,"(43.475882, -74.270426)","(43.657879, -74.502456)"
Steuben,101,2010,14826,17,17,0,0,0,0,0,0,"(42.498624, -77.510139)","(42.266725, -77.385525)"
Columbia,21,2017,12567,3,,,0,0,0,0,0,"(41.99316, -73.66674)","(42.247729, -73.626805)"
Albany,1,2020,12209,152,132,13,,,7,0.046,46,"(42.641762, -73.788358)","(42.588271, -73.974014)"
Essex,31,2001,12956,4,,,0,0,0,0,0,"(44.078155, -73.517787)","(44.108971, -73.777573)"
Putnam,79,2016,10541,217,,,0,0,0,0,0,"(41.378032, -73.749712)","(41.4351, -73.7949)"
Schoharie,95,2015,12053,1,,,0,0,0,0,0,"(42.72258, -74.17158)","(42.591294, -74.438172)"
Wyoming,121,2007,14569,54,41,13,0,0,0,0,0,"(42.739675, -78.16465)","(42.701363, -78.228567)"
Greene,39,2002,12427,11,,,0,0,0,0,0,"(42.185227, -74.13212)","(42.286951, -74.149495)"
Cattaraugus,9,2013,14101,21,,,,,,,,"(42.407012, -78.51734)","(42.244853, -78.681006)"
Albany,1,2003,12309,22,,,0,0,0,0,0,"(42.79578, -73.86744)","(42.588271, -73.974014)"
Erie,29,2008,14221,448,441,7,0,0,0,0,0,"(42.980183, -78.734894)","(42.752759, -78.778192)"
Cortland,23,2013,13101,34,,,,,,,,"(42.597772, -76.078518)","(42.593824, -76.076265)"
Putnam,79,2003,10524,30,,,0,0,0,0,0,"(41.369283, -73.919944)","(41.4351, -73.7949)"
Broome,7,2004,13826,2,,,0,0,0,0,0,"(42.111157, -75.645249)","(42.161977, -75.830291)"
Chautauqua,13,2009,14747,26,,,0,0,0,0,0,"(42.155243, -79.101242)","(42.304216, -79.407595)"
Schoharie,95,2004,12035,6,,,0,0,0,0,0,"(42.716078, -74.361941)","(42.591294, -74.438172)"
Schoharie,95,2011,12093,11,,,0,0,0,0,0,"(42.493692, -74.604434)","(42.591294, -74.438172)"
Essex,31,2015,12857,4,,,0,0,0,0,0,"(43.827352, -73.937295)","(44.108971, -73.777573)"
