County,County Code,Year,Zip,Tests,Less than 5 mcg/dL,5-10 mcg/dL,10 – 15 mcg/dL,15 + mcg/dL,Total Elevated Blood Levels ,Percent,"Rate per 1,000",Zip Code Location,County Location
Suffolk,103,2003,11963,51,39,11,,,,,,"(40.97244, -72.32454)","(40.943554, -72.692218)"
Fulton,35,2011,13339,2,,,0,0,0,0,0,"(42.95874, -74.57826)","(43.115609, -74.423678)"
Montgomery,57,2020,12066,3,,,0,0,0,0,0,"(42.7947, -74.33466)","(42.900891, -74.435358)"
Allegany,3,2001,14807,1,,,0,0,0,0,0,"(42.427575, -77.668725)","(42.247894, -78.026176)"
Orleans,73,2015,14098,34,,,,,,,,"(43.337372, -78.377353)","(43.209007, -78.254897)"
Westchester,119,2007,10803,272,221,49,,,,,,"(40.905342, -73.804941)","(41.15277, -73.745912)"
Ulster,111,2001,12484,15,,,0,0,0,0,0,"(41.87634, -74.17554)","(41.947232, -74.265447)"
Suffolk,103,2016,11796,30,30,0,0,0,0,0,0,"(40.732739, -73.100528)","(40.943554, -72.692218)"
Suffolk,103,2007,11964,6,6,0,0,0,0,0,0,"(41.067294, -72.337204)","(40.943554, -72.692218)"
Ulster,111,2000,12409,6,,,0,0,0,0,0,"(42.03738, -74.17518)","(41.947232, -74.265447)"
Lewis,49,2018,13619,21,21,0,0,0,0,0,0,"(43.980552, -75.620903)","(43.786397, -75.442617)"
Clinton,19,2020,12912,7,,,0,0,0,0,0,"(44.459424, -73.713927)","(44.75271, -73.705648)"
Albany,1,2016,12054,125,,,0,0,0,0,0,"(42.60522, -73.87008)","(42.588271, -73.974014)"
Oneida,65,2003,13304,9,7,0,,,,,,"(43.23156, -75.15756)","(43.242727, -75.434282)"
Rockland,87,2007,10952,706,625,80,,,,,,"(41.114522, -74.07751)","(41.154785, -74.024772)"
Washington,115,2015,12834,53,,,,,,,,"(43.090326, -73.50008)","(43.312377, -73.439428)"
Dutchess,27,2006,12533,296,280,16,0,0,0,0,0,"(41.57359, -73.796075)","(41.755009, -73.739951)"
Westchester,119,2012,10570,110,,,0,0,0,0,0,"(41.134752, -73.784806)","(41.15277, -73.745912)"
Washington,115,2003,12821,2,,,0,0,0,0,0,"(43.462256, -73.370925)","(43.312377, -73.439428)"
Onondaga,67,2014,13112,23,,,0,0,0,0,0,"(43.09872, -76.41426)","(43.00653, -76.196117)"
Suffolk,103,2014,11715,33,33,0,0,0,0,0,0,"(40.750866, -73.034128)","(40.943554, -72.692218)"
Otsego,77,2018,13415,1,,,0,0,0,0,0,"(42.599137, -75.18746)","(42.629776, -75.028841)"
Fulton,35,2002,13452,26,20,6,0,0,0,0,0,"(43.03776, -74.6364)","(43.115609, -74.423678)"
Niagara,63,2004,14105,23,,,0,0,0,0,0,"(43.209014, -78.492391)","(43.203001, -78.71083)"
Madison,53,2004,13480,1,,,0,0,0,0,0,"(42.930337, -75.378181)","(42.910026, -75.663575)"
Orleans,73,2010,14411,106,97,6,,,,,,"(43.239907, -78.202239)","(43.209007, -78.254897)"
Ulster,111,2019,12410,4,,,0,0,0,0,0,"(42.09294, -74.46186)","(41.947232, -74.265447)"
Monroe,55,2020,14615,256,,,,,,,,"(43.207456, -77.649511)","(43.174966, -77.639663)"
Schenectady,93,2015,12309,251,238,7,,,6,0.024,24,"(42.79578, -73.86744)","(42.817542, -74.043583)"
Oswego,75,2014,13437,1,,,0,0,0,0,0,"(43.595477, -75.813913)","(43.461443, -76.209258)"
Suffolk,103,2013,11787,207,,,0,0,0,0,0,"(40.855292, -73.209738)","(40.943554, -72.692218)"
Sullivan,105,2010,12751,6,6,0,0,0,0,0,0,"(41.680968, -74.674693)","(41.720176, -74.76468)"
Dutchess,27,2001,12524,98,,,0,0,0,0,0,"(41.541709, -73.902683)","(41.755009, -73.739951)"
Allegany,3,2006,14836,2,,,0,0,0,0,0,"(42.543587, -77.919905)","(42.247894, -78.026176)"
Nassau,59,2010,11758,494,479,14,,,,,,"(40.686884, -73.469397)","(40.750656, -73.582905)"
Greene,39,2006,12444,1,,,0,0,0,0,0,"(42.270415, -74.31588)","(42.286951, -74.149495)"
Herkimer,43,2017,13491,16,16,0,0,0,0,0,0,"(42.881365, -75.189026)","(43.1631, -74.8741)"
Madison,53,2001,13418,2,,,0,0,0,0,0,"(42.851796, -75.374964)","(42.910026, -75.663575)"
Otsego,77,2014,13450,1,,,0,0,0,0,0,"(42.69442, -74.819739)","(42.629776, -75.028841)"
Chautauqua,13,2007,14081,6,6,0,0,0,0,0,0,"(42.556143, -79.122894)","(42.304216, -79.407595)"
Erie,29,2017,14208,145,108,24,6,7,13,0.09,90,"(42.912922, -78.851613)","(42.752759, -78.778192)"
Suffolk,103,2020,11950,247,,,0,0,0,0,0,"(40.806599, -72.840193)","(40.943554, -72.692218)"
Suffolk,103,2019,11721,45,45,0,0,0,0,0,0,"(40.890176, -73.372822)","(40.943554, -72.692218)"
Allegany,3,2004,14895,69,44,24,,,,,,"(42.11197, -77.945146)","(42.247894, -78.026176)"
Wyoming,121,2005,14040,1,,,0,0,0,0,0,"(42.89356, -78.377354)","(42.701363, -78.228567)"
Schenectady,93,2004,12056,14,,,0,0,0,0,0,"(42.76614, -74.13954)","(42.817542, -74.043583)"
Oneida,65,2005,13421,10,,,,,,,,"(43.06422, -75.64818)","(43.242727, -75.434282)"
Saratoga,91,2009,12020,238,218,18,,,,,,"(43.005586, -73.860404)","(43.106135, -73.855387)"
Oneida,65,2016,13476,25,,,,,,,,"(43.076874, -75.533524)","(43.242727, -75.434282)"
Ulster,111,2006,12487,27,,,,,,,,"(41.866568, -73.99021)","(41.947232, -74.265447)"
Suffolk,103,2015,11787,277,,,0,0,0,0,0,"(40.855292, -73.209738)","(40.943554, -72.692218)"
Fulton,35,2003,12086,1,,,0,0,0,0,0,"(42.974141, -74.154373)","(43.115609, -74.423678)"
Steuben,101,2001,14808,4,,,0,0,0,0,0,"(42.552703, -77.480345)","(42.266725, -77.385525)"
Livingston,51,2016,14423,42,42,0,0,0,0,0,0,"(42.941518, -77.843078)","(42.727485, -77.76978)"
St. Lawrence,89,2017,13646,14,,,,,,,,"(44.4501, -75.6864)","(44.488113, -75.074311)"
Westchester,119,2007,10532,76,68,8,0,0,0,0,0,"(41.107363, -73.793734)","(41.15277, -73.745912)"
Cattaraugus,9,2017,14737,47,,,,,,,,"(42.333354, -78.431625)","(42.244853, -78.681006)"
Clinton,19,2000,12919,30,,,0,0,0,0,0,"(44.96514, -73.4343)","(44.75271, -73.705648)"
Erie,29,2014,14141,88,,,0,0,0,0,0,"(42.521734, -78.704161)","(42.752759, -78.778192)"
Clinton,19,2016,12962,66,,,,,,,,"(44.70354, -73.57572)","(44.75271, -73.705648)"
Schoharie,95,2008,13459,10,,,0,0,0,0,0,"(42.791988, -74.614106)","(42.591294, -74.438172)"
Westchester,119,2015,10703,350,341,7,,,,,,"(40.953777, -73.88101)","(41.15277, -73.745912)"
St. Lawrence,89,2012,13633,3,,,0,0,0,0,0,"(44.541079, -75.41894)","(44.488113, -75.074311)"
Sullivan,105,2009,12763,9,9,0,0,0,0,0,0,"(41.691362, -74.525101)","(41.720176, -74.76468)"
Rensselaer,83,2016,12169,3,,,0,0,0,0,0,"(42.562, -73.367385)","(42.710421, -73.513845)"
Cortland,23,2009,13052,1,,,0,0,0,0,0,"(42.7602, -75.89232)","(42.593824, -76.076265)"
Cattaraugus,9,2003,14748,14,,,0,0,0,0,0,"(42.149646, -78.639987)","(42.244853, -78.681006)"
Erie,29,2017,14134,3,,,0,0,0,0,0,"(42.534136, -78.52412)","(42.752759, -78.778192)"
Fulton,35,2002,13329,8,8,0,0,0,0,0,0,"(43.1037, -74.74098)","(43.115609, -74.423678)"
Albany,1,2005,12207,37,27,10,0,0,0,0,0,"(42.652365, -73.754418)","(42.588271, -73.974014)"
Cattaraugus,9,2004,14042,45,,,0,0,0,0,0,"(42.471072, -78.516154)","(42.244853, -78.681006)"
Oneida,65,2017,13456,50,,,0,0,0,0,0,"(43.00056, -75.26976)","(43.242727, -75.434282)"
Steuben,101,2014,14823,35,,,,,,,,"(42.25975, -77.584644)","(42.266725, -77.385525)"
Cayuga,11,2001,13156,16,,,,,,,,"(43.317187, -76.70096)","(43.008546, -76.574587)"
Cattaraugus,9,2007,14706,52,,,0,0,0,0,0,"(42.103002, -78.493761)","(42.244853, -78.681006)"
Otsego,77,2014,13776,5,,,0,0,0,0,0,"(42.4344, -75.36258)","(42.629776, -75.028841)"
Schoharie,95,2014,12149,17,,,0,0,0,0,0,"(42.632159, -74.56396)","(42.591294, -74.438172)"
Broome,7,2005,13754,15,,,0,0,0,0,0,"(42.0639, -75.44922)","(42.161977, -75.830291)"
Steuben,101,2014,14830,213,206,7,0,0,0,0,0,"(42.14317, -77.052149)","(42.266725, -77.385525)"
Nassau,59,2000,11765,1,,,0,0,0,0,0,"(40.885753, -73.553815)","(40.750656, -73.582905)"
Cattaraugus,9,2001,14060,1,,,0,0,0,0,0,"(42.43674, -78.30222)","(42.244853, -78.681006)"
Cattaraugus,9,2001,14743,20,,,0,0,0,0,0,"(42.20112, -78.4098)","(42.244853, -78.681006)"
Erie,29,2008,14072,201,192,8,,,,,,"(43.013771, -78.958496)","(42.752759, -78.778192)"
Monroe,55,2014,14526,170,,,0,0,0,0,0,"(43.141702, -77.455684)","(43.174966, -77.639663)"
Allegany,3,2017,14739,33,,,0,0,0,0,0,"(42.203341, -78.139046)","(42.247894, -78.026176)"
Tompkins,109,2018,13053,38,38,0,0,0,0,0,0,"(42.48891, -76.296223)","(42.453281, -76.473712)"
Fulton,35,2017,12086,1,,,0,0,0,0,0,"(42.974141, -74.154373)","(43.115609, -74.423678)"
Cayuga,11,2013,13092,30,,,0,0,0,0,0,"(42.65898, -76.42404)","(43.008546, -76.574587)"
Oneida,65,2002,13495,55,21,26,,,8,0.145,145,"(43.114065, -75.274396)","(43.242727, -75.434282)"
Orleans,73,2012,14571,7,,,0,0,0,0,0,"(43.347169, -78.247079)","(43.209007, -78.254897)"
Nassau,59,2019,11756,423,,,0,0,0,0,0,"(40.726315, -73.517312)","(40.750656, -73.582905)"
Chenango,17,2004,13730,19,,,,,,,,"(42.20964, -75.49026)","(42.489732, -75.604905)"
Greene,39,2013,12405,3,,,0,0,0,0,0,"(42.332936, -74.093813)","(42.286951, -74.149495)"
Rockland,87,2020,10980,121,121,0,0,0,0,0,0,"(41.23644, -74.01126)","(41.154785, -74.024772)"
Niagara,63,2003,14305,175,130,39,,,6,0.034,34,"(43.117629, -79.02919)","(43.203001, -78.71083)"
Columbia,21,2007,12075,20,,,0,0,0,0,0,"(42.292747, -73.702189)","(42.247729, -73.626805)"
Tioga,107,2005,13734,27,,,,,,,,"(42.076679, -76.40872)","(42.1256, -76.3637)"
Otsego,77,2009,12155,13,7,6,0,0,0,0,0,"(42.59718, -74.81892)","(42.629776, -75.028841)"
Onondaga,67,2000,13069,2,,,0,0,0,0,0,"(43.29618, -76.40352)","(43.00653, -76.196117)"
Broome,7,2005,13760,305,266,37,,,,,,"(42.141, -76.07526)","(42.161977, -75.830291)"
Erie,29,2020,14221,577,,,0,0,0,0,0,"(42.980183, -78.734894)","(42.752759, -78.778192)"
Delaware,25,2007,13788,4,,,0,0,0,0,0,"(42.381997, -74.681185)","(42.193987, -74.966728)"
Schenectady,93,2020,12066,5,,,0,0,0,0,0,"(42.7947, -74.33466)","(42.817542, -74.043583)"
Suffolk,103,2016,11794,1,,,0,0,0,0,0,"(40.914561, -73.125169)","(40.943554, -72.692218)"
Oswego,75,2009,13131,20,20,0,0,0,0,0,0,"(43.42338, -76.0785)","(43.461443, -76.209258)"
Otsego,77,2006,13468,4,,,0,0,0,0,0,"(42.844523, -74.841105)","(42.629776, -75.028841)"
Nassau,59,2000,11577,4,,,,,,,,"(40.785766, -73.637013)","(40.750656, -73.582905)"
Nassau,59,2000,11581,5,,,,,,,,"(40.65543, -73.712757)","(40.750656, -73.582905)"
Madison,53,2004,13061,3,,,0,0,0,0,0,"(42.866074, -75.751527)","(42.910026, -75.663575)"
Niagara,63,2012,14301,142,115,23,,,,,,"(43.093678, -79.041792)","(43.203001, -78.71083)"
Orange,71,2012,10973,19,19,0,0,0,0,0,0,"(41.374755, -74.486379)","(41.40241, -74.306252)"
Rockland,87,2012,10984,21,21,0,0,0,0,0,0,"(41.206448, -74.015747)","(41.154785, -74.024772)"
Sullivan,105,2001,12788,14,7,6,,,,,,"(41.807448, -74.609122)","(41.720176, -74.76468)"
Rensselaer,83,2018,12018,53,,,0,0,0,0,0,"(42.64062, -73.5495)","(42.710421, -73.513845)"
Delaware,25,2006,13804,4,,,0,0,0,0,0,"(42.22237, -75.371063)","(42.193987, -74.966728)"
Schoharie,95,2020,12023,8,,,0,0,0,0,0,"(42.60636, -74.1438)","(42.591294, -74.438172)"
Suffolk,103,2007,11757,406,391,15,0,0,0,0,0,"(40.688951, -73.376317)","(40.943554, -72.692218)"
Onondaga,67,2015,13030,22,22,0,0,0,0,0,0,"(43.160577, -75.98454)","(43.00653, -76.196117)"
Otsego,77,2008,13315,8,,,0,0,0,0,0,"(42.75348, -75.16962)","(42.629776, -75.028841)"
Washington,115,2007,12816,31,,,0,0,0,0,0,"(43.04088, -73.3806)","(43.312377, -73.439428)"
Cayuga,11,2012,13034,11,11,0,0,0,0,0,0,"(42.927604, -76.720691)","(43.008546, -76.574587)"
Otsego,77,2009,13337,6,,,0,0,0,0,0,"(42.734651, -74.991943)","(42.629776, -75.028841)"
Tompkins,109,2009,14883,8,,,0,0,0,0,0,"(42.25146, -76.4808)","(42.453281, -76.473712)"
St. Lawrence,89,2005,13654,21,14,7,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
Rockland,87,2017,10968,11,10,0,,,,,,"(41.039429, -73.921498)","(41.154785, -74.024772)"
Allegany,3,2015,14536,1,,,0,0,0,0,0,"(42.550639, -78.081712)","(42.247894, -78.026176)"
Otsego,77,2019,13335,8,8,0,0,0,0,0,0,"(42.697595, -75.238939)","(42.629776, -75.028841)"
Otsego,77,2014,13348,15,14,0,,,,,,"(42.69588, -75.06618)","(42.629776, -75.028841)"
Greene,39,2016,12422,4,,,0,0,0,0,0,"(42.409931, -74.182742)","(42.286951, -74.149495)"
Tioga,107,2011,13827,85,74,7,,,,,,"(42.09456, -76.24986)","(42.1256, -76.3637)"
Cortland,23,2016,13159,5,,,0,0,0,0,0,"(42.80886, -76.1436)","(42.593824, -76.076265)"
Herkimer,43,2004,13431,20,14,6,0,0,0,0,0,"(43.2051, -75.0726)","(43.1631, -74.8741)"
Nassau,59,2015,11558,70,70,0,0,0,0,0,0,"(40.600901, -73.654227)","(40.750656, -73.582905)"
Wyoming,121,2019,14113,8,8,0,0,0,0,0,0,"(42.67487, -78.338627)","(42.701363, -78.228567)"
Essex,31,2004,12883,46,32,13,,,,,,"(43.843857, -73.431459)","(44.108971, -73.777573)"
Columbia,21,2016,12583,6,6,0,0,0,0,0,0,"(42.0573, -73.88676)","(42.247729, -73.626805)"
Onondaga,67,2006,13135,12,12,0,0,0,0,0,0,"(43.2615, -76.32522)","(43.00653, -76.196117)"
Montgomery,57,2010,13452,42,33,6,,,,,,"(43.03776, -74.6364)","(42.900891, -74.435358)"
St. Lawrence,89,2018,13681,7,,,0,0,0,0,0,"(44.412057, -75.390018)","(44.488113, -75.074311)"
Broome,7,2004,13835,1,,,0,0,0,0,0,"(42.409488, -76.227768)","(42.161977, -75.830291)"
Putnam,79,2010,10516,52,46,6,0,0,0,0,0,"(41.42238, -73.95072)","(41.4351, -73.7949)"
Albany,1,2017,12007,1,,,0,0,0,0,0,"(42.464479, -73.921582)","(42.588271, -73.974014)"
Otsego,77,2017,12116,9,9,0,0,0,0,0,0,"(42.542837, -74.899432)","(42.629776, -75.028841)"
Essex,31,2010,12961,1,,,0,0,0,0,0,"(44.053032, -73.53527)","(44.108971, -73.777573)"
Erie,29,2001,14034,16,,,,,,,,"(42.502473, -78.860926)","(42.752759, -78.778192)"
Warren,113,2007,12860,3,,,0,0,0,0,0,"(43.697539, -73.757282)","(43.555105, -73.838139)"
Delaware,25,2006,12455,8,,,0,0,0,0,0,"(42.151087, -74.653789)","(42.193987, -74.966728)"
Jefferson,45,2001,13636,2,,,0,0,0,0,0,"(43.74209, -76.12062)","(44.0607, -75.9928)"
Washington,115,2000,12823,1,,,0,0,0,0,0,"(43.17348, -73.4115)","(43.312377, -73.439428)"
Fulton,35,2018,12078,231,193,27,,,11,0.048,48,"(43.054502, -74.33833)","(43.115609, -74.423678)"
Rensselaer,83,2000,12028,1,,,0,0,0,0,0,"(42.962677, -73.447303)","(42.710421, -73.513845)"
St. Lawrence,89,2019,13614,3,,,0,0,0,0,0,"(44.541243, -75.688955)","(44.488113, -75.074311)"
Chenango,17,2020,13733,32,,,,,,,,"(42.30444, -75.48018)","(42.489732, -75.604905)"
Suffolk,103,2015,11733,92,92,0,0,0,0,0,0,"(40.93285, -73.108934)","(40.943554, -72.692218)"
Montgomery,57,2020,12166,14,13,0,,,,,,"(42.8496, -74.47638)","(42.900891, -74.435358)"
Westchester,119,2006,10505,16,16,0,0,0,0,0,0,"(41.342445, -73.747115)","(41.15277, -73.745912)"
Chenango,17,2019,13411,15,,,0,0,0,0,0,"(42.624636, -75.330038)","(42.489732, -75.604905)"
Columbia,21,2006,12037,26,17,9,0,0,0,0,0,"(42.359632, -73.589364)","(42.247729, -73.626805)"
Chautauqua,13,2007,14733,51,,,,,,,,"(42.128136, -79.190161)","(42.304216, -79.407595)"
Onondaga,67,2018,13210,189,180,7,,,,,,"(43.034249, -76.126286)","(43.00653, -76.196117)"
Nassau,59,2019,11548,11,,,0,0,0,0,0,"(40.793611, -73.6275)","(40.750656, -73.582905)"
Otsego,77,2003,13491,4,,,0,0,0,0,0,"(42.881365, -75.189026)","(42.629776, -75.028841)"
Erie,29,2012,14070,19,,,0,0,0,0,0,"(42.45302, -78.939188)","(42.752759, -78.778192)"
Wyoming,121,2007,14037,10,10,0,0,0,0,0,0,"(42.818365, -78.455883)","(42.701363, -78.228567)"
Clinton,19,2017,12920,2,,,0,0,0,0,0,"(44.92315, -74.082893)","(44.75271, -73.705648)"
Broome,7,2010,13744,13,13,0,0,0,0,0,0,"(42.225902, -75.928088)","(42.161977, -75.830291)"
Erie,29,2006,14228,2,,,0,0,0,0,0,"(43.02588, -78.79536)","(42.752759, -78.778192)"
Chautauqua,13,2007,14769,5,,,0,0,0,0,0,"(42.377963, -79.471958)","(42.304216, -79.407595)"
Broome,7,2003,13760,249,203,42,,,,,,"(42.141, -76.07526)","(42.161977, -75.830291)"
Orange,71,2000,12543,20,,,0,0,0,0,0,"(41.486349, -74.212862)","(41.40241, -74.306252)"
Erie,29,2014,14057,57,56,0,,,,,,"(42.64529, -78.871317)","(42.752759, -78.778192)"
St. Lawrence,89,2015,13696,2,,,0,0,0,0,0,"(44.734551, -74.887585)","(44.488113, -75.074311)"
Washington,115,2020,12838,10,,,0,0,0,0,0,"(43.335141, -73.402119)","(43.312377, -73.439428)"
Orange,71,2013,12543,21,,,0,0,0,0,0,"(41.486349, -74.212862)","(41.40241, -74.306252)"
Genesee,37,2004,14143,4,,,0,0,0,0,0,"(42.981048, -78.080897)","(43.00091, -78.192778)"
Rensselaer,83,2013,12062,10,10,0,0,0,0,0,0,"(42.531602, -73.502202)","(42.710421, -73.513845)"
Steuben,101,2000,14840,13,,,0,0,0,0,0,"(42.450089, -77.184976)","(42.266725, -77.385525)"
Onondaga,67,2001,13030,12,,,0,0,0,0,0,"(43.160577, -75.98454)","(43.00653, -76.196117)"
Greene,39,2016,12192,11,,,0,0,0,0,0,"(42.38328, -73.8243)","(42.286951, -74.149495)"
Suffolk,103,2010,11782,145,,,0,0,0,0,0,"(40.746049, -73.080662)","(40.943554, -72.692218)"
Herkimer,43,2005,13502,11,,,,,,,,"(43.12746, -75.21426)","(43.1631, -74.8741)"
Saratoga,91,2020,12833,57,57,0,0,0,0,0,0,"(43.14192, -73.85586)","(43.106135, -73.855387)"
Nassau,59,2014,11518,60,,,0,0,0,0,0,"(40.641066, -73.666046)","(40.750656, -73.582905)"
Suffolk,103,2008,11720,250,,,0,0,0,0,0,"(40.871518, -73.084611)","(40.943554, -72.692218)"
Ulster,111,2008,12412,5,,,0,0,0,0,0,"(42.004425, -74.261329)","(41.947232, -74.265447)"
Albany,1,2006,12304,20,,,0,0,0,0,0,"(42.780295, -73.909969)","(42.588271, -73.974014)"
Nassau,59,2003,11590,67,59,7,,,,,,"(40.757311, -73.577498)","(40.750656, -73.582905)"
Clinton,19,2010,12903,6,6,0,0,0,0,0,0,"(44.707491, -73.475457)","(44.75271, -73.705648)"
Sullivan,105,2006,12777,2,,,0,0,0,0,0,"(41.5653, -74.60598)","(41.720176, -74.76468)"
Herkimer,43,2012,13322,2,,,0,0,0,0,0,"(42.97391, -75.243398)","(43.1631, -74.8741)"
Wayne,117,2002,14519,73,62,11,0,0,0,0,0,"(43.235743, -77.302362)","(43.112841, -77.027175)"
Schuyler,97,2019,14838,1,,,0,0,0,0,0,"(42.19726, -76.684904)","(42.419776, -76.938604)"
Herkimer,43,2000,13340,53,46,7,0,0,0,0,0,"(43.040165, -75.082322)","(43.1631, -74.8741)"
Steuben,101,2002,14870,87,,,,,,,,"(42.155826, -77.115626)","(42.266725, -77.385525)"
Orange,71,2001,10992,61,,,0,0,0,0,0,"(41.42496, -74.17146)","(41.40241, -74.306252)"
St. Lawrence,89,2005,13662,150,128,21,,,,,,"(44.91816, -74.93598)","(44.488113, -75.074311)"
Otsego,77,2006,12149,1,,,0,0,0,0,0,"(42.632159, -74.56396)","(42.629776, -75.028841)"
Wayne,117,2016,14433,46,,,,,,,,"(43.08127, -76.869374)","(43.112841, -77.027175)"
Albany,1,2015,12041,3,,,0,0,0,0,0,"(42.560143, -73.980356)","(42.588271, -73.974014)"
Rockland,87,2020,10965,112,,,0,0,0,0,0,"(41.062979, -74.018824)","(41.154785, -74.024772)"
Greene,39,2008,12414,64,53,9,,,,,,"(42.224593, -73.874142)","(42.286951, -74.149495)"
Chenango,17,2009,13801,4,,,0,0,0,0,0,"(42.517672, -75.776919)","(42.489732, -75.604905)"
Sullivan,105,2008,12734,11,11,0,0,0,0,0,0,"(41.726667, -74.762909)","(41.720176, -74.76468)"
Nassau,59,2006,11576,109,,,,,,,,"(40.774722, -73.656111)","(40.750656, -73.582905)"
Warren,113,2009,12843,4,,,0,0,0,0,0,"(43.59355, -73.974572)","(43.555105, -73.838139)"
Orange,71,2011,12589,24,24,0,0,0,0,0,0,"(41.617824, -74.149503)","(41.40241, -74.306252)"
Chenango,17,2017,13780,7,,,,,,,,"(42.405278, -75.4625)","(42.489732, -75.604905)"
Broome,7,2013,13790,223,211,10,,,,,,"(42.120267, -75.972895)","(42.161977, -75.830291)"
Westchester,119,2016,10549,210,,,,,,,,"(41.20716, -73.71732)","(41.15277, -73.745912)"
Schenectady,93,2020,12304,249,237,10,,,,,,"(42.780295, -73.909969)","(42.817542, -74.043583)"
Genesee,37,2017,14005,10,10,0,0,0,0,0,0,"(42.918368, -78.252988)","(43.00091, -78.192778)"
Washington,115,2014,12832,52,,,0,0,0,0,0,"(43.38618, -73.28058)","(43.312377, -73.439428)"
Albany,1,2016,12059,12,,,0,0,0,0,0,"(42.617126, -74.058841)","(42.588271, -73.974014)"
Warren,113,2006,12815,11,,,0,0,0,0,0,"(43.67155, -73.76924)","(43.555105, -73.838139)"
Wayne,117,2011,14519,81,81,0,0,0,0,0,0,"(43.235743, -77.302362)","(43.112841, -77.027175)"
Schenectady,93,2010,12053,16,,,0,0,0,0,0,"(42.72258, -74.17158)","(42.817542, -74.043583)"
Suffolk,103,2008,11977,23,,,0,0,0,0,0,"(40.819853, -72.666788)","(40.943554, -72.692218)"
Nassau,59,2010,11560,49,,,0,0,0,0,0,"(40.8771, -73.61142)","(40.750656, -73.582905)"
Allegany,3,2017,14754,13,12,0,,,,,,"(42.024649, -78.18395)","(42.247894, -78.026176)"
Suffolk,103,2017,11757,431,,,,,,,,"(40.688951, -73.376317)","(40.943554, -72.692218)"
Allegany,3,2015,14717,3,,,0,0,0,0,0,"(42.372527, -78.210567)","(42.247894, -78.026176)"
Allegany,3,2002,14802,3,,,0,0,0,0,0,"(42.255151, -77.785384)","(42.247894, -78.026176)"
Albany,1,2001,12159,42,,,0,0,0,0,0,"(42.642796, -73.877696)","(42.588271, -73.974014)"
Suffolk,103,2010,11942,47,,,0,0,0,0,0,"(40.847122, -72.573666)","(40.943554, -72.692218)"
Westchester,119,2010,10595,53,53,0,0,0,0,0,0,"(41.088128, -73.777872)","(41.15277, -73.745912)"
Franklin,33,2016,12920,18,,,0,0,0,0,0,"(44.92315, -74.082893)","(44.594374, -74.31067)"
Orange,71,2018,10992,41,,,,,,,,"(41.42496, -74.17146)","(41.40241, -74.306252)"
Cayuga,11,2010,13021,384,355,20,,,9,0.023,23,"(42.920644, -76.559964)","(43.008546, -76.574587)"
Greene,39,2018,12469,1,,,0,0,0,0,0,"(42.4566, -74.22066)","(42.286951, -74.149495)"
Clinton,19,2017,12935,15,15,0,0,0,0,0,0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
Jefferson,45,2018,13636,6,,,0,0,0,0,0,"(43.74209, -76.12062)","(44.0607, -75.9928)"
Onondaga,67,2004,13066,107,91,16,0,0,0,0,0,"(43.027198, -76.013016)","(43.00653, -76.196117)"
Columbia,21,2009,12513,2,,,0,0,0,0,0,"(42.22224, -73.734878)","(42.247729, -73.626805)"
Delaware,25,2016,13756,6,6,0,0,0,0,0,0,"(42.023889, -75.113056)","(42.193987, -74.966728)"
Washington,115,2012,12154,2,,,0,0,0,0,0,"(42.897909, -73.589565)","(43.312377, -73.439428)"
Tioga,107,2005,14859,5,,,0,0,0,0,0,"(42.090387, -76.579355)","(42.1256, -76.3637)"
Schuyler,97,2015,14841,11,,,0,0,0,0,0,"(42.498593, -76.873441)","(42.419776, -76.938604)"
Erie,29,2005,14141,7,,,0,0,0,0,0,"(42.521734, -78.704161)","(42.752759, -78.778192)"
Orange,71,2011,12721,9,8,0,,,,,,"(41.551493, -74.452492)","(41.40241, -74.306252)"
Steuben,101,2012,14877,2,,,0,0,0,0,0,"(42.075702, -77.667295)","(42.266725, -77.385525)"
Clinton,19,2004,12958,28,,,,,,,,"(44.961265, -73.581139)","(44.75271, -73.705648)"
Broome,7,2003,13811,4,,,0,0,0,0,0,"(42.23238, -76.17642)","(42.161977, -75.830291)"
Suffolk,103,2012,11768,128,,,0,0,0,0,0,"(40.91382, -73.3335)","(40.943554, -72.692218)"
Putnam,79,2004,10541,263,255,7,,,,,,"(41.378032, -73.749712)","(41.4351, -73.7949)"
Jefferson,45,2016,13636,2,,,0,0,0,0,0,"(43.74209, -76.12062)","(44.0607, -75.9928)"
Genesee,37,2015,14125,37,,,0,0,0,0,0,"(43.078642, -78.272493)","(43.00091, -78.192778)"
Lewis,49,2003,13473,3,,,0,0,0,0,0,"(43.6556, -75.428792)","(43.786397, -75.442617)"
Ulster,111,2003,12487,18,,,0,0,0,0,0,"(41.866568, -73.99021)","(41.947232, -74.265447)"
Cortland,23,2007,13863,9,9,0,0,0,0,0,0,"(42.450705, -75.904204)","(42.593824, -76.076265)"
Sullivan,105,2020,12742,2,,,0,0,0,0,0,"(41.718078, -74.72847)","(41.720176, -74.76468)"
Tioga,107,2015,13760,23,,,0,0,0,0,0,"(42.141, -76.07526)","(42.1256, -76.3637)"
Franklin,33,2015,12969,1,,,0,0,0,0,0,"(44.7051, -74.11182)","(44.594374, -74.31067)"
Ulster,111,2006,12456,10,10,0,0,0,0,0,0,"(42.0366, -73.99884)","(41.947232, -74.265447)"
